id,source,text,label,comprimento,texto_processado
695_0,sms,"Imperdivel so para si! Paga apenas METADE do seu pacote GOtvESSENCIAL, 318Mt no IUC7023565837 ate dia 18/01 e RECEBA 2MES por conta da GOtv, dentro de 48h.TC",Legitimate,157,imperdi so si pag apen metad pacot gotvess mt iuc ate dia receb me cont gotv dentr htc
696_0,sms,"Mano, tudo bem? Estou a pedir socorro de 2000mt via mpesa, por favor... Se tudo der certo até sabado devolvo",Legitimate,108,man tud bem ped socorr mt via mpes favor tud der cert at sab devolv
697_0,sms,Bom dia tio se tiver aquele dinheiro peço para enviar para meu número para meu número 84635871 em caso de dúvida peço para ligar para mim para confirmar se sou eu ou não.,Legitimate,170,bom dia tio dinh peo envi nmer nmer cas dvid peo lig mim confirm
698_0,sms,Confirmado 7L7856ZYJAE. Transferiste 510.00MT e a taxa foi de 8.00MT para 847721795 - MUSSA aos 7/12/20 as 8:27 AM. O teu novo saldo M-Pesa e de 37.00MT. M-Pesa e facil!.,Legitimate,170,confirm lzyja transfer mt tax mt muss am nov sald mpes mt mpes facil
699_0,sms,"Informamos que a sua conta movel efectuou Compra Movel, em 2023-06-27 19:53:02, no valor de 500,00 MZN. Ponto24",Legitimate,111,inform cont movel efectu compr movel val mzn pont
700_0,sms,Confirmado 7L39568XSPJ. Aos 3/12/20  as 6:20 PM levantaste 200.00MT no agente 314615 - 9-OUMAR TOURE. O novo saldo M-Pesa e de  805.00MT. M-Pesa e facil!,Legitimate,153,confirm lxspj pm levant mt agent oum tour nov sald mpes mt mpes facil
701_0,sms,"AFH3AL3I9GL confirmado. Recebeste o pagamento de  11,062.00MT  de 999853 - Servico de Transferencias Internacionais- TP aos 17/6/23 as 2:42 PM. O novo saldo M-Pesa e de 11,345.74MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,226,afhaligl confirm receb pag mt serv transferenc internac tp pm nov sald mpes mt cas duvid lig mpes facil
702_0,sms,"Confirmado AGH0ARBOLHU. O teu saldo  M-Pesa e  209.84MT  aos 17/7/23 as 12:12 PM. 
Na App Meu M-Pesa e mais facil. Baixa a App https://onelink.to/xanf67",Legitimate,152,confirm agharbolhu sald mpes mt pm app mpes facil baix app
703_0,sms,"Confirmado 7GP14G2YGFJ. Transferiste 2,800.00MT e a taxa foi de 20.00MT para conta 75097692 Millennium BIM aos 25/7/20 as 9:34 AM. o teu novo saldo M-Pesa e de 198.00MT.M-Pesa e facil!",Legitimate,184,confirm gpgygfj transfer mt tax mt cont millennium bim am nov sald mpes mtmp facil
704_0,sms,Envie o valor no meu M-Pesa 842403837 Marcelo Maló,Legitimate,50,envi val mpes marcel mal
705_0,sms,"Caro Cliente, nao se deixe enganar pelas mensagens como : trago a sua encomenda...,ou envie este valor para o numero..., Evite burla.Denuncie,ligue par numero 100!",Legitimate,163,car client nao deix engan mens trag encomenda envi val numer evit burladenuncielig par numer
706_0,sms,"Para confirmar a transaccao no valor de 6203.55 MZN, use o codigo: 792049. Em caso de duvida ligue ao Fala Daki atraves dos nrs. 84/87 0921224 ou 82 9991224.",Legitimate,157,confirm transacca val mzn use codig cas duvid lig fal dak atrav nr
707_0,sms,Kmk? Aquele txi tens que mandar no M-Pesa babo,Legitimate,46,kmk txi tem mand mpes bab
708_0,sms,Estou a pedir algum valor,Legitimate,25,ped algum val
709_0,sms,"Transferencia da conta cartao 3613145/BCI para conta movel 825509198 no valor de 1.300,00 MZN efectuada com sucesso, em 2019-03-13 06:38:54. Ponto24.",Legitimate,149,transferenc cont carta bci cont movel val mzn efectu sucess pont
710_0,sms,Babe eu ja estou em nampula,Legitimate,27,bab ja nampul
711_0,sms,"O numero digitado nao existe. Seu numero sera bloqueado apos 05 tentativas sem exito. Por favor, disque *157# para verificar estado e a condicao da recarga. Para obter ajuda, ligue 100. Obrigado!",Legitimate,195,numer digit nao exist numer ser bloque apo tent exit favor disqu verific est condica recarg obt ajud lig obrig
712_0,sms,Oii babe... mais tarde vou sair com Yandra. Colegas de Maputo,Legitimate,61,oii bab tard vou sair yandr coleg maput
713_0,sms,7IG64PZD1VC confirmado. Recebeste o pagamento de  120.00MT  de 999864 - BCI SA aos 16/9/20 as 6:47 PM. O novo saldo M-Pesa e de 123.00MT M-Pesa e facil!,Legitimate,152,igpzdvc confirm receb pag mt bci sa pm nov sald mpes mt mpes facil
714_0,sms,"Confirmado 8GS96JB9Z9P. Recebeste  5,000.00MT de 999864 - BCI SA aos 28/7/21  as 10:04 AM o novo saldo  M-Pesa e de 5,002.62MT.M-Pesa e facil!",Legitimate,142,confirm gsjbzp receb mt bci sa am nov sald mpes mtmp facil
715_0,sms,Transferencia da conta movel  para a conta cartao 3613145/BCI no valor de 1100.00 MZN efectuada com sucesso. Ponto24.,Legitimate,117,transferenc cont movel cont carta bci val mzn efectu sucess pont
716_0,sms,Bom dia babe. Podes fazer mensagem!!! Estou na rua,Legitimate,50,bom dia bab pod faz mens rua
717_0,sms,"Confirmado 8D595WCRGQL. Recebeste  3,000.00MT de 999864 - BCI SA aos 5/4/21  as 3:59 PM o novo saldo  M-Pesa e de 3,140.62MT.M-Pesa e facil!",Legitimate,140,confirm dwcrgql receb mt bci sa pm nov sald mpes mtmp facil
718_0,sms,"Comeca o ano em grande: junta pouco a pouco com Xitique M-Pesa e realiza os teus sonhos. Digita *150#, opcao 7-Xitique e segue os passos. M-Pesa e facil!",Legitimate,153,comec ano grand junt pouc pouc xitiqu mpes realiz sonh digit opca xitiqu seg pass mpes facil
719_0,sms,"Caro Cliente, a partir das 00h00 de 15 de Janeiro, os servicos Vodacom e M-Pesa estarao limitados devido a manutencao do sistema. As nossas sinceras desculpas.",Legitimate,159,car client part h jan serv vodacom mpes estara limit dev manutenca sistem sinc desculp
720_0,sms,"Olá amiga tudo bem? Peço emprestado dois mil,se for possível envie na minha conta mpesa,ou meu IZI",Legitimate,98,ol amig tud bem peo emprest doi mils possvel envi cont mpesa izi
721_0,sms,"Bom dia papusca, tudo bem? Peço para me enviar 500 na minha conta m_pesa se tiver.",Legitimate,82,bom dia papusc tud bem peo envi cont mpes
722_0,sms,"Confirmado 8HD96MNHZUB. Recebeste  2,000.00MT de 999864 - BCI SA aos 13/8/21  as 7:11 PM o novo saldo  M-Pesa e de 2,192.62MT.M-Pesa e facil!",Legitimate,141,confirm hdmnhzub receb mt bci sa pm nov sald mpes mtmp facil
723_0,sms,"O teu TXUNA Credito de 22.00MT esta pago. Da tua recarga o valor de 2,800MT foi para o teu saldo. O futuro e tudobom. Vamos?",Legitimate,124,txun credit mt pag recarg val mt sald futur tudobom vam
724_0,sms,Mano Mano quetal ainda posso contar contigo?,Legitimate,44,man man quet aind poss cont contig
725_0,sms,Bom dia.Peço que me enviasse aquele valor na via Mpesa.,Legitimate,55,bom diape envi val via mpes
726_0,sms,"7C793ROKUPZ confirmado. Recebeste o pagamento de  5,000.00MT  de 999883 - Millennium BIM aos 7/3/20 as 8:31 PM. O novo saldo M-Pesa e de 7,393.00MT M-Pesa e facil!",Legitimate,163,crokupz confirm receb pag mt millennium bim pm nov sald mpes mt mpes facil
727_0,sms,"Transferencia da conta cartao 3613145/BCI para conta movel 842136605 no valor de 1.000,00 MZN efectuada com sucesso, em 2018-09-30 17:29:15. Ponto24.",Legitimate,149,transferenc cont carta bci cont movel val mzn efectu sucess pont
728_0,sms,"Informamos que a sua conta movel efectuou Lev. Conta Movel, em 2022-12-20 23:46:11, no valor de 500,00 MZN. Ponto24",Legitimate,115,inform cont movel efectu lev cont movel val mzn pont
729_0,sms,"NOVIDADE! Recebe de volta TODOS DIAS a taxa da primeira transferencia entre contas M-Pesa ate 31.10.23. Valido p/ transferencias ate 1000MT. P/ info, liga 100",Legitimate,158,novidad receb volt tod dia tax prim transferenc cont mpes ate val p transferenc ate mt p inf lig
730_0,sms,Estou a pedir para mandar o dinheiro para este meu número na minha conta mpesa.,Legitimate,79,ped mand dinh nmer cont mpes
731_0,sms,"Rodolfo, peço com muita urgência o envio de 5000 no mpesa, tenho que completar uma operação e logo lhe devolvo.",Legitimate,111,rodolf peo muit urgnc envi mpes complet opera log devolv
732_0,sms,Desculpe Eng. O valor especifico para o trabalho sao 5000mtd,Legitimate,60,desculp eng val especif trabalh sao mtd
734_0,sms,Não te preocupes babe eu vou te dar o segredo para emagrecer. Deixa comigo,Legitimate,74,preocup bab vou dar segred emagrec deix comig
736_0,sms,"Confirmado AFH3AL3NQEV. Transferiste 20,000.00MT, a taxa foi de 120.00MT e o imposto de selo foi de 2.40MT para 000800001528293310180, BCI SA aos 17/6/23 as 3:02 PM. O teu novo saldo M-Pesa e de 17.34MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,248,confirm afhalnqev transfer mt tax mt impost sel mt bci sa pm nov sald mpes mt cas duvid lig mpes facil
737_0,sms,"Boa noite Kota tudo bem? Cá xtou bem, valeu já recebi o valor.",Legitimate,62,boa noit kot tud bem c xtou bem val j receb val
738_0,sms,"Millennium mobile
Trf. BIM/M-Pesa
From account:
75097692
To cellphone:
844828466
Amount:
100 MZN
Was done.
Transaction Nr.
804900823",Legitimate,132,millennium mobil trf bimmp from account to cellphon amount mzn wa don transaction nr
739_0,sms,"Ja podes curtir o WhatsApp, Facebook e Twitter, com 200MB validos por 1dia por teres convertido 6MT. Ofertas SoPraTi! O futuro e tudobom. Vamos?",Legitimate,144,ja pod curt whatsapp facebook twitt mb val dia ter convert mt ofert soprat futur tudobom vam
740_0,sms,"Confirmado AG34AOAANCA. Recebeste  8,000.00MT de 999864 - BCI SA aos 3/7/23  as 12:15 PM o novo saldo  M-Pesa e de 8,017.34MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,171,confirm agaoaanc receb mt bci sa pm nov sald mpes mt cas duvid lig mpes facil
741_0,sms,"Confirmado AA279LXGU1H. Registamos uma operacao de compra no valor de 200.00MT na entidade EDM com referencia 14319398104 aos 2/1/23 as 6:19 PM. O teu novo saldo M-Pesa e de 3,071.62MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,230,confirm aalxguh regist operaca compr val mt entidad edm referenc pm nov sald mpes mt cas duvid lig mpes facil
742_0,sms,Pr favor envie esse valor para esse número,Legitimate,42,pr favor envi val nmer
743_0,sms,Confirmado 7IQ04RY3GWO. O teu saldo  M-Pesa e  201.00MT  aos 26/9/20 as 11:19 AM.M-Pesa e facil!,Legitimate,96,confirm iqrygw sald mpes mt ammp facil
744_0,sms,Peço meu tako brow,Legitimate,18,peo tak brow
745_0,sms,"Transferencia da conta cartao 3613145/BCI para conta movel 825407883 no valor de 5.000,00 MZN efectuada com sucesso, em 2018-02-12 07:12:20. Ponto24.",Legitimate,149,transferenc cont carta bci cont movel val mzn efectu sucess pont
746_0,sms,"Confirmado AG35AOAB63B. Aos 3/7/23  as 12:16 PM levantaste 7,900.00MT no agente 48148 - 1-TABACARIA OLOF PALME 2. O novo saldo M-Pesa e de 35.74MT, a taxa foi de 80.00MT e o imposto de selo foi de 1.60MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,249,confirm agaoabb pm levant mt agent tabac olof palm nov sald mpes mt tax mt impost sel mt cas duvid lig mpes facil
747_0,sms,"Confirmado AGH0ARBY0QW. Transferiste 1,688.00MT, a taxa foi de 10.00MT e o imposto de selo foi de 0.20MT para 842133624 - RAJA aos 17/7/23 as 12:38 PM. O teu novo saldo M-Pesa e de 8,074.48MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,237,confirm agharbyqw transfer mt tax mt impost sel mt raj pm nov sald mpes mt cas duvid lig mpes facil
748_0,sms,"Confirmado 8CC85RGH3J6. Aos 12/3/21  as 3:57 PM levantaste 2,136.00MT no agente 119340 - 9-BELITO INACIO. O novo saldo M-Pesa e de  3,449.62MT. M-Pesa e facil!",Legitimate,159,confirm ccrghj pm levant mt agent belit inaci nov sald mpes mt mpes facil
749_0,sms,Oii babe acabei de chegar a casa. Vou tomar banho depois te conto tudo,Legitimate,70,oii bab acab cheg cas vou tom banh cont tud
750_0,sms,"Weyo, como vai? Estou bizzy num valor de 750, quero pagar recorrência.",Legitimate,70,wey vai bizzy val quer pag recorrnc
751_0,sms,"Trf. BIM/M-Pesa
From account:
75097692
To cellphone:
848114048
Amount:
1000MZN
Commission
30MZN
Date
19-11-2022 16:08
Call 8003500 if you dont know",Legitimate,147,trf bimmp from account to cellphon amount mzn commission mzn dat call if you dont know
752_0,sms,Eu não te chamo de baby... chamo-te de babe. Entretanto és o único que ja chamei assim😊,Legitimate,87,ch baby chamot bab entretant s nic ja cham assim
753_0,sms,Baby pediste para te lembrar que deves enviar aquele dinheiro,Legitimate,61,baby pedist lembr dev envi dinh
754_0,sms,"Millennium bim - Transferencia domestica - Valor 15.000,00 MZN - Codigo autorizacao: 9916822
S1 Enviado/send: 09:33:12",Legitimate,118,millennium bim transferenc domes val mzn codig autorizaca s enviadosend
755_0,sms,Falhou. O saldo da tua conta  M-Pesa e insuficiente para efectuar o pagamento de 60.00MT para 900574 - EMPRESA MUNICIPAL DE MOBILIDADE DE ESTACIONAMENTO BAIXA DA CIDADE.O teu saldo  M-Pesa e de 52.62MT.M-Pesa e facil!,Legitimate,217,falh sald cont mpes insufici efectu pag mt empr municip mobil estacion baix cidade sald mpes mtmp facil
756_0,sms,Manos tens de apresentar essa cena.,Legitimate,35,man tem apresent cen
757_0,sms,"AAR39R6S7SN Confirmado. Compraste  20.00MT de  credito  aos 27/1/23 as 5:16 PM.O novo saldo  M-Pesa e de 51.42MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,158,aarrssn confirm compr mt credit pmo nov sald mpes mt cas duvid lig mpes facil
758_0,sms,"Transferencia para conta movel 848444279 no valor de 250,00 MZN efectuada com sucesso, em 2023-01-27 19:14:37. Ponto24.",Legitimate,119,transferenc cont movel val mzn efectu sucess pont
759_0,sms,que tal aquela cena podes me mandar no mpesa,Legitimate,44,tal cen pod mand mpes
760_0,sms,"Minhas sinceras desculpas Eng Filermino, enviei o email hoje a retificar aquilo o eng havia dito que não dinheiro não sera 8000 o k havia se falado no ultimo encontro do conselho com Diretor podendo atualizar que é 5000mt o valor da bolsa para 10 bolsas. E Ms.Comia perguntou quanto as datas de realização da feira e jornadas eu disse mantem. Apenas prorrogou se a data limite de submissão de propostas ate 30 de Agosto. Se falhei por responder assim minhas sinceras desculpas.",Legitimate,477,sinc desculp eng filermin envi email hoj retific eng hav dit dinh ser k hav fal ult encontr conselh dire pod atual mt val bols bols mscom pergunt quant dat realiza feir jorn diss mant apen prorrog dat limit submiss propost ate agost falh respond assim sinc desculp
761_0,sms,"Envie um Liga-me, digitando 126 numero desejado# OK. Conecte-se mesmo sem saldo.",Legitimate,80,envi ligam digit numer desej ok conectes sald
762_0,sms,Obrigado recebe o valor,Legitimate,23,obrig receb val
763_0,sms,"Idelcia aqui.

A rede nao esta boa, quase que nao chama quando tento ligar. 
Mas queria dizer que consegue o peixe hoje, bem fresco e o valor è de 3500mts. Peço que confirme para eu poder embalar.
Bjss",Legitimate,201,idelc aqu red nao boa quas nao cham tent lig quer diz conseg peix hoj bem fresc val mt peo confirm pod embal bjs
764_0,sms,"Ola João, peco para me enviar aquele valor na minha conta móvel da 84.",Legitimate,70,ola joo pec envi val cont mvel
765_0,sms,"Bro Imprevisto No Terreno,tou A Precisar De 2000 Emprestado",Legitimate,59,bro imprevist terrenot precis emprest
766_0,sms,estou a pedir um valor se tiver,Legitimate,31,ped val
767_0,sms,"Confirmado AGR1ATUHCHL. Recebeste 10,000.00MT de 258843616000 - NURDINE RAJABO aos 27/7/23 as 7:06 AM. O teu novo saldo M-Pesa e de 11,134.68MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,189,confirm agratuhchl receb mt nurdin rajab am nov sald mpes mt cas duvid lig mpes facil
768_0,sms,"Transferencia da conta cartao 3613145/BCI para conta movel 825407883 no valor de 5.000,00 MZN efectuada com sucesso, em 2019-02-26 08:20:27. Ponto24.",Legitimate,149,transferenc cont carta bci cont movel val mzn efectu sucess pont
769_0,sms,Babe iiiihhh carregador do seu computador está comigo. Esta na minha pasta de computador,Legitimate,88,bab iiiihhh carreg comput est comig past comput
770_0,sms,"7G844D32YA8 confirmado. Recebeste o pagamento de  10,000.00MT  de 999864 - BCI SA aos 8/7/20 as 7:31 AM. O novo saldo M-Pesa e de 12,263.00MT M-Pesa e facil!",Legitimate,157,gdy confirm receb pag mt bci sa am nov sald mpes mt mpes facil
772_0,sms,Aqui saiu 4 barote seu mas a pesoa pago 500 nao sri se erei,Legitimate,59,aqu saiu barot peso pag nao sri ere
773_0,sms,"Informamos que a sua conta movel efectuou Lev. Conta Movel, em 2020-12-01 09:29:10, no valor de 5.000,00 MZN. Ponto24",Legitimate,117,inform cont movel efectu lev cont movel val mzn pont
774_0,sms,"Estimado(a) cliente, a sua Apolice de Seguro Automovel expirou no dia 25/05/2023. Por favor dirija-se a Imperial Seguros ou contacte pelos endereÇos: info@imperialinsurance-mz.com ou 878055555 / 877291111. Obrigado

-Imperial Seguros",Legitimate,233,estimado client apol segur automo expir dia favor dirijas imper segur contact endere infoimperialinsurancemzcom obrig imper segur
775_0,sms,"Fica seguro, lava sempre as maos com agua e sabao apos pegar em dinheiro, e reduz os riscos de contaminacao pela Covid-19. M-Pesa",Legitimate,129,fic segur lav sempr mao agu saba apo peg dinh reduz risc contaminaca covid mpes
776_0,sms,Agradeço. Tive de ir parar na farmacia a tardinha. Mas jà xtou melhorango. Amanha irei a consulta. Continuaçao de um bom domingo. Bjhs,Legitimate,134,agrade ir par farmac tard j xtou melhorang amanh ire consult continuaa bom doming bjh
777_0,sms,"Confirmado AAK49PNW0BE. Aos 20/1/23  as 4:22 PM levantaste 600.00MT no agente 359723 - 1-BANCA SIRAGE. O novo saldo M-Pesa e de  22.62MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,182,confirm aakpnwb pm levant mt agent banc sirag nov sald mpes mt cas duvid lig mpes facil
778_0,sms,"7JN24XAGI8I Confirmado. aos  23/10/20 as 7:06 PM 2,000.00MT foi levantando na ATM 000001 - Ponto24.O novo saldo   M-Pesa e de  2,000.00MT. M-Pesa e facil!",Legitimate,154,jnxagi confirm pm mt levant atm ponto nov sald mpes mt mpes facil
779_0,sms,boa tarde boss! desculpa por encomodar queria ese valor para cordar cabelu?,Legitimate,75,boa tard bos desculp encomod quer ese val cord cabelu
780_0,sms,Boa tarde mana como está? to a pedir mandar dinheiro no meu M-Pesa pra pai ele disse que não tem dinheiro na mão de pois vai te passar é para subir chapa não tenho dinheiro,Legitimate,172,boa tard man est to ped mand dinh mpes pra pai diss dinh mo poi vai pass sub chap dinh
781_0,sms,"Ta Bom, Esse Valor Transfere Nesse Número 857547152, Sai Nome De IDALiNA Francisco Ndacoma.",Legitimate,91,ta bom val transf ness nmer sai nom idalin francisc ndacom
782_0,sms,Irmão procura trabalhar para o seu sustento,Legitimate,43,irm proc trabalh sustent
783_0,sms,"Millennium mobile
Recargas
A sua recarga MVTEL
8103464748298
Serial:
1010407072368
Valor Debitado
500,00 MT
Gratos pela
preferencia",Legitimate,131,millennium mobil recarg recarg mvtel ser val debit mt grat preferenc
785_0,sms,Envia o valor na minha conta mpesa,Legitimate,34,env val cont mpes
786_0,sms,"Boa tarde tio, gostaria que me ajuda-se com certo valor de 200 se poderes",Legitimate,73,boa tard tio gost ajudas cert val pod
787_0,sms,"Boa noite Mãe, estou com umas necessidade e preciso de um valor. Podes enviar em uma das minhas conta. Aque seu filho Wilton sexta-feira.",Legitimate,137,boa noit uma necess precis val pod envi cont aqu filh wilton sextaf
788_0,sms,"Irmao, bom dia. Podes me enviar aquele valor para o meu ponto 24 ou mpesa? uso o mesmo numero, vem em nome de Patricio Marques. Vou aguardar o seu sinal.",Legitimate,153,irma bom dia pod envi val pont mpes uso numer vem nom patrici marqu vou aguard sinal
789_0,sms,Bom dia. Só quiz te recordar o credito de 20 movitel.,Legitimate,53,bom dia s quiz record credit movitel
790_0,sms,Babe...não te ouvi hoje. Estou com saudades ☺,Legitimate,45,baben ouv hoj saudad
791_0,sms,"Millennium mobile
Recargas
A sua recarga MVTEL
522261098619
Serial:
500595083095
Valor Debitado
200,00 MT
Gratos pela
preferencia",Legitimate,129,millennium mobil recarg recarg mvtel ser val debit mt grat preferenc
792_0,sms,"Olá, envia aquele valor / o valor 15000 como combinado para este número.",Legitimate,72,ol env val val combin nmer
793_0,sms,"Millennium mobile
Trf. BIM/M-Pesa
Da Conta:
75097692
Para o numero:
847933700
No montante de:
4600MZN
Foi efectuada
Operacao No.
778894374",Legitimate,138,millennium mobil trf bimmp cont numer mont mzn efectu operaca
795_0,sms,"Confirmado 6GT02R4W58C. O teu saldo  M-Pesa e  2,031.00MT  aos 29/7/19 as 6:38 PM.M-Pesa e facil!",Legitimate,97,confirm gtrwc sald mpes mt pmmp facil
796_0,sms,"AHG2AZKUXTA Confirmed. 160.00MT sent, the fee was 7.00MT and Stamp duty was 0.14MT to 868357440 - Mobile Money/SIMO on 16/8/23 at 3:48 PM. New M-Pesa balance is 570.24MT. M-Pesa e facil!",Legitimate,186,ahgazkuxt confirmed mt sent the fee wa mt and stamp duty wa mt to mobil moneys on at pm new mpes balanc is mt mpes facil
797_0,sms,Bom dia pai sou eu sua filha estou a espera desse valor quero pagar matricula,Legitimate,77,bom dia pai filh esper dess val quer pag matricul
798_0,sms,"Informamos que a sua conta movel efectuou Levantamento, em 2018-04-28 14:32:19, no valor de 2.500,00 MZN. Ponto24",Legitimate,113,inform cont movel efectu levant val mzn pont
799_0,sms,"7F3446P63Q4 Confirmado. aos  3/6/20 as 11:38 AM 5,000.00MT foi levantando na ATM 000001 - Ponto24.O novo saldo   M-Pesa e de  5,112.00MT. M-Pesa e facil!",Legitimate,153,fpq confirm am mt levant atm ponto nov sald mpes mt mpes facil
800_0,sms,"Bom dia fulano sou eu fulano no ferragem. Quero te lembrar sobre aquele valor, envia no mpesa ou Ponto 24.",Legitimate,106,bom dia fulan fulan ferr quer lembr sobr val env mpes pont
801_0,sms,Compra depois te passo o valor,Legitimate,30,compr pass val
802_0,sms,Estou numa reunião. Se não tens muita urgência. Espera até a tarde é possível que receba um valor hoje,Legitimate,102,reuni tem muit urgnc esper at tard possvel receb val hoj
803_0,sms,Acabo de transferir para seu e-mola,Legitimate,35,acab transfer emol
804_0,sms,"Millennium mobile
Trf. BIM/M-Pesa
Da Conta:
75097692
Para o numero:
845557349
No montante de:
200MZN
Foi efectuada
Operacao No.
785501677",Legitimate,137,millennium mobil trf bimmp cont numer mont mzn efectu operaca
805_0,sms,Boa tarde mana Lele peço 100 Mt,Legitimate,31,boa tard man lel peo mt
806_0,sms,"Obrigada babe. Mas não precisava muito...
Comprei recarga a dias. Só quero mesmo para filme",Legitimate,91,obrig bab precis compr recarg dia s quer film
807_0,sms,"Ja podes pesquisar os teus toques de espera favoritos no portal de Vibratoques, aceda ja https://bit.ly/2Wbzubn .Liga-me +258850784986",Legitimate,134,ja pod pesquis toqu esper favorit port vibratoqu aced ja ligam
808_0,sms,"Tudo bem Mano?
Quando puder passar aqui, agradecia.",Legitimate,51,tud bem man pud pass aqu agradec
809_0,sms,Confirmado 8HU96PWV1P9. Transferiste 20.00MT e a taxa foi de 1.00MT para 846239592 - MOMADE aos 30/8/21 as 12:55 PM. O teu novo saldo M-Pesa e de 7.62MT. M-Pesa e facil!.,Legitimate,170,confirm hupwvp transfer mt tax mt momad pm nov sald mpes mt mpes facil
810_0,sms,Pode envar tanto para mpesa ou para conta movel no eu 84,Legitimate,56,pod env tant mpes cont movel
811_0,sms,Olá bom dia aqui Osvaldo manda o número e o nome para mandar o valor,Legitimate,68,ol bom dia aqu osvald mand nmer nom mand val
812_0,sms,"Transferencia da conta cartao 3613145/BCI para conta movel 842136685 no valor de 200,00 MZN efectuada com sucesso, em 2018-06-01 14:37:29. Ponto24.",Legitimate,147,transferenc cont carta bci cont movel val mzn efectu sucess pont
813_0,sms,"Millennium mobile
Trf. BIM/M-Pesa
Da Conta:
75097692
Para o numero:
846689637
No montante de:
1500MZN
Foi efectuada
Operacao No.
750872557",Legitimate,138,millennium mobil trf bimmp cont numer mont mzn efectu operaca
814_0,sms,Peço para enviar aquela mola na minha conta móvel ou mpesa,Legitimate,58,peo envi mol cont mvel mpes
815_0,sms,Boa tarde peço para me mandar 100 MT,Legitimate,36,boa tard peo mand mt
816_0,sms,Confirmado 8D385VUHQ3G. Recebeste 500.00MT de 258849288805 - M A ALI aos 3/4/21 as 8:33 AM. O teu novo saldo M-Pesa e de 592.62MT. M-Pesa e facil!,Legitimate,146,confirm dvuhqg receb mt m ali am nov sald mpes mt mpes facil
817_0,sms,boa tarde tio queria transferir um valor acabei falhando para a sua conta peço o valor de volta,Legitimate,95,boa tard tio quer transfer val acab falh cont peo val volt
818_0,sms,É só para quanrificarmos os valores gastos,Legitimate,42,s quanrific val gast
819_0,sms,"Informamos que a sua conta movel efectuou Lev. Conta Movel, em 2020-11-15 06:54:17, no valor de 1.000,00 MZN. Ponto24",Legitimate,117,inform cont movel efectu lev cont movel val mzn pont
820_0,sms,"Oi, envia-me no mpesa 2000 mt pra comprar material e mão de obra.  O material queria comprar essa tardinha.",Legitimate,107,oi enviam mpes mt pra compr mater mo obr mater quer compr tard
821_0,sms,mano ajudá-la estou a precisar d um valor,Legitimate,41,man ajudl precis d val
822_0,sms,"Falhou, o saldo da  tua conta  M-Pesa e insuficiente  para transferir  59.00MT. O teu saldo e de M-Pesa e 28.62MT .",Legitimate,115,falh sald cont mpes insufici transfer mt sald mpes mt
823_0,sms,Olá tudo bem!? Podes usar o meu número vodacom para Mpesa ou conta móvel,Legitimate,72,ol tud bem pod us nmer vodacom mpes cont mvel
824_0,sms,"Assiste TV online, videos, filmes e muito mais sem gastar dados. Envia ON para 1578 (tens 5 dias gratis) ou acessa http://movtv.co.mz",Legitimate,133,assist tv onlin vide film gast dad env on tem dia gratil acess
825_0,sms,Boa tarde como está? estou numa situação muito complicada peço que envie o valor no meu mpesa,Legitimate,93,boa tard est situa complic peo envi val mpes
826_0,sms,"Millennium mobile
O seu numero +258874668478
recebeu credito no valor de 500 MT
enviado pelo +258846689637
 Aqui consigo",Legitimate,120,millennium mobil numer receb credit val mt envi aqu consig
827_0,sms,Irmã peço pra me mandar mil mt.,Legitimate,31,irm peo pra mand mil mt
828_0,sms,"Escuta as melhores estacoes de radio nacionais e internacionais. GRATIS nos primeiros 3 dias, depois 3 MT/dia. Activa ja *122#",Legitimate,126,escut melhor estaco radi nacion internac gratil prim dia mtd activ ja
829_0,sms,"Confirmado 7ES345JEWNL. Registamos uma operacao de compra no valor de 1,500.00MT no comerciante POS BCI aos 28/5/20 as 9:19 AM. O teu novo saldo M-Pesa e de 463.00MT. M-Pesa e facil!",Legitimate,182,confirm esjewnl regist operaca compr val mt comerci po bci am nov sald mpes mt mpes facil
830_0,sms,Bom dia peço para enviar 5000 MT,Legitimate,32,bom dia peo envi mt
831_0,sms,Waw mensagem linda...nem sei oque dizer babe.,Legitimate,45,waw mens lindan sei oqu diz bab
832_0,sms,"CHUVA DE GIGAS! Digita *111*4# e activa TUDO TOP de 500MT com 300Mins (Todas Redes), 5GB e 300SMS (30 Dias). BONUS de 20% ao pagar via M-Pesa. Activa Ja",Legitimate,152,chuv gig digit activ tud top mt mim tod red gb sm dia bonu pag via mpes activ ja
833_0,sms,"Caro Cliente, O M-Pesa nao autorizou o seu pedido de transferencia de 50.00MT para 258840368901 - Sufo Anselmo. Contacte a linha do cliente. M-Pesa  e facil",Legitimate,156,car client mpes nao autoriz ped transferenc mt suf anselm contact linh client mpes facil
